Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1,County,City/Town,Longitude,Latitude,Sold Amount,Sold Date,Foreclosure Year,Property Condition,Program,Project,SBL
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,811 Wilbur Ave S,Onondaga,Syracuse,-76.17379,43.041382,151,1/28/2015,2013,Unimproved,Demolitions,CNY AP - SIDA funds #1,097.-18-09.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,827 Wilbur Ave S,Onondaga,Syracuse,-76.173988,43.040901,,,2013,,Vacant Land Uses,ASLF Forested,097.-18-05.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,829 Wilbur Ave S,Onondaga,Syracuse,-76.17408,43.04084,,,2013,,Vacant Land Uses,ASLF Forested,097.-18-04.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,229 Rivoli Ave,Onondaga,Syracuse,-76.133339,43.079071,151,6/17/2015,2013,,,,012.-03-01.0
3.115E+25,Residential Improved,New,Land Bank,,139 Grumbach Ave & Carbon St,Onondaga,Syracuse,-76.139572,43.064178,,,2014,Minor Renovation Needed,,,015.-08-01.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,225 Malverne Dr,Onondaga,Syracuse,-76.144653,43.080238,26000,9/4/2014,2014,Major Renovation Needed,,,004.-23-07.0
3.115E+25,Residential Improved,Disposed,Private,,1332-34 Oak St,Onondaga,Syracuse,-76.1362,43.070351,15000,7/22/2014,2014,Major Renovation Needed,,,013.-20-24.1
3.115E+25,Residential Improved,Disposed,Private,,221 Herriman St,Onondaga,Syracuse,-76.176846,43.037226,7900,5/1/2015,2014,Major Renovation Needed,,,092.-27-64.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,128 Holden St,Onondaga,Syracuse,-76.181252,43.036739,151,2/26/2015,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,091.-02-31.0
3E+17,Residential Improved,Disposed,Private,,304 Heman St E,Onondaga,East Syracuse,-76.066577,43.066614,1,1/21/2014,2013,,,,
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,301 Burdick Ave & Arnts Pl,Onondaga,Syracuse,-76.155037,43.07711,,,2014,,,,003.-21-26.0
3.115E+25,Residential Improved,Target,,,3010 Grant Blvd,Onondaga,Syracuse,,,,,,,,,003.-11-12.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,3014 Grant Blvd,Onondaga,Syracuse,-76.158867,43.07679,2500,1/2/2015,2014,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,003.-11-13.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,269 Jamesville Ave,Onondaga,Syracuse,-76.135201,43.024181,10000,8/29/2014,2014,Major Renovation Needed,,,058.-10-61.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,305 Jamesville Ave,Onondaga,Syracuse,-76.135033,43.024059,500,8/29/2014,2014,,,,058.-10-60.0
3.115E+25,Residential Improved,New,Land Bank,,107 Lawrence St,Onondaga,Syracuse,-76.15024,43.06889,,,,,,,007.-25-23.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,204 Stedman St,Onondaga,Syracuse,-76.15519,43.079929,151,4/8/2015,2014,Unimproved,Demolitions,AG Demo Funds #1,003.-19-05.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,122 Lawrence St,Onondaga,Syracuse,-76.150869,43.069575,7000,3/2/2015,2014,Minor Renovation Needed,,,007.-24-40.0
3.115E+25,Residential Improved,Disposed,Private,,908 Lemoyne Ave,Onondaga,Syracuse,-76.157837,43.0765,13500,9/3/2015,2014,Minor Renovation Needed,,,003.-16-03.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1000-02 Lemoyne Ave & Burdick Ave,Onondaga,Syracuse,-76.156819,43.077955,15000,11/13/2014,2014,Minor Renovation Needed,,,003.-17-01.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,153 Minerva St,Onondaga,Syracuse,-76.144598,43.00273,7000,8/1/2014,2014,Major Renovation Needed,,,071.-20-03.0
3.115E+25,Residential Improved,Disposed,Private,,113 Murray Ave,Onondaga,Syracuse,-76.156582,43.076959,15000,1/9/2015,2014,Minor Renovation Needed,,,003.-16-23.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,121 Ruth Ave,Onondaga,Syracuse,-76.130951,43.02338,,,2014,,,,058.-13-34.0
3.115E+25,Commercial Improved,Compliance Monitoring,Private,,476-80 Salina St S,Onondaga,Syracuse,-76.152916,43.044969,5000,6/9/2014,2014,Major Renovation Needed,,,101.-10-06.0
3.115E+25,Commercial Vacant,New,Land Bank,,204 Sixth North St,Onondaga,Syracuse,-76.157372,43.080929,,,2014,,,,003.-05-11.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,404 Spring St,Onondaga,Syracuse,-76.148483,43.067421,15000,9/19/2014,2014,Minor Renovation Needed,,,009.-08-14.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,200 Stedman St,Onondaga,Syracuse,-76.155319,43.079891,151,2/5/2015,2014,Unimproved,Demolitions,AG Demo Funds #1,003.-19-04.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,101 Vincent St,Onondaga,Syracuse,-76.134903,43.021103,,,2014,,,,059.-02-12.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,105 Vincent St,Onondaga,Syracuse,-76.13504,43.021118,,,2014,,,,059.-02-11.0
3.115E+25,Residential Improved,Disposed,Private,,119 Vincent St,Onondaga,Syracuse,-76.134488,43.021064,431,6/3/2014,2014,,,,059.-02-08.0
3.115E+25,Residential Improved,Disposed,Private,,314 Vincent St,Onondaga,Syracuse,-76.130406,43.021231,40000,8/19/2014,2014,Minor Renovation Needed,,,059.-06-10.0
3.115E+25,Commercial Vacant,New,Land Bank,,1101-05 Wolf St & Sixth North St,Onondaga,Syracuse,-76.157179,43.08086,,,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,003.-05-10.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,209 Boise Dr,Onondaga,Syracuse,-76.130814,43.02425,1000,5/6/2014,2014,,,,058.-11-07.0
3.115E+25,Residential Improved,Disposed,Private,,216 Boise Dr & Harriette Ave,Onondaga,Syracuse,-76.130518,43.02394,18500,6/17/2014,2014,Major Renovation Needed,,,058.-13-05.0
3.115E+25,Residential Improved,Disposed,Private,,232 Harriette Ave,Onondaga,Syracuse,-76.130539,43.023178,1044.71,6/17/2014,2014,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,058.-13-10.0
3.115E+25,Residential Improved,New,Land Bank,,1108 Butternut St,Onondaga,Syracuse,-76.14286,43.065552,,,2014,Minor Renovation Needed,Land Banking,Site Assembly - Land Bank,015.-01-46.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,1167-69 Lemoyne Ave & Seventh Nor,Onondaga,Syracuse,-76.154067,43.08012,,,2014,,,,003.-19-16.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,125-27 Lilac St,Onondaga,Syracuse,-76.15152,43.06324,151,2/9/2015,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,009.-01-14.0
3.115E+25,Commercial Improved,Disposition in Process,Land Bank,,449-53 Salina St S,Onondaga,Syracuse,-76.151817,43.045559,,,2014,Major Renovation Needed,,,101.-08-05.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,242 Hier Ave,Onondaga,Syracuse,-76.140404,43.066151,1000,11/12/2014,2014,Major Renovation Needed,,,015.-03-41.0
3.115E+25,Residential Improved,Disposed,Private,,236 Huntley,Onondaga,Syracuse,-76.13797,43.077648,2624.83,7/23/2014,2014,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,011.-02-07.0
3.115E+25,Residential Improved,Disposed,Private,,355-57 Kennedy St W,Onondaga,Syracuse,-76.15564,43.028278,28500,8/26/2015,2014,Minor Renovation Needed,,,083.-02-13.0
3.115E+25,Residential Improved,Disposed,Private,,408 Park St & Hier Ave,Onondaga,Syracuse,-76.140311,43.063201,25000,9/10/2014,2014,Minor Renovation Needed,,,015.-08-10.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,138 Bassett St,Onondaga,Syracuse,-76.12269,43.04436,390,4/22/2014,2014,,,,047.-13-09.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,1302 Bellevue Ave & Arthur St,Onondaga,Syracuse,-76.177343,43.032994,,,2014,,,,091.-13-16.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,404 Elliott St,Onondaga,Syracuse,-76.17482,43.035198,,,2014,,,,092.-25-18.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,339-41 Fitch St & Cadwell St,Onondaga,Syracuse,-76.175368,43.037695,,,2014,,Vacant Land Uses,ASLF Forested,092.-27-26.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,210-12 Furman St,Onondaga,Syracuse,-76.151039,43.03146,,,2014,,,,085.-13-26.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,261-67 Furman St,Onondaga,Syracuse,-76.152542,43.030361,,,2014,,Vacant Land Uses,Community Garden Lease,085.-12-03.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,271 Furman St,Onondaga,Syracuse,-76.152802,43.030361,,,2014,,Vacant Land Uses,Community Garden Lease,085.-12-02.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,328-30 Furman St,Onondaga,Syracuse,-76.154663,43.030399,,,2014,,,,086.-11-11.0
3.115E+25,Residential Vacant - Buildable,Reserved,Land Bank,,273 Furman St & Midland Ave,Onondaga,Syracuse,-76.15306,43.030354,,,2014,,Vacant Land Uses,Community Garden Lease,085.-12-01.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,427 Grant Ave,Onondaga,Syracuse,-76.178032,43.031502,,,2014,,,,088.-11-02.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,108 Hartson St,Onondaga,Syracuse,-76.174683,43.03685,,,2014,,Vacant Land Uses,ASLF Forested,092.-27-47.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,306 Kennedy St W,Onondaga,Syracuse,-76.15345,43.029468,,,2014,,,,086.-12-36.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,349 Kennedy St W,Onondaga,Syracuse,-76.155289,43.028351,,,2014,,,,083.-02-15.0
3.115E+25,Residential Vacant - Buildable,Disposed,Private,,382-84 Kennedy St W,Onondaga,Syracuse,-76.157227,43.02845,151,6/30/2015,2014,,,,086.-12-58.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,385-87 Kennedy St W,Onondaga,Syracuse,-76.157204,43.027939,,,2014,,,,083.-02-04.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,321 Lydell St,Onondaga,Syracuse,-76.178032,43.03476,,,2014,,,,091.-12-29.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,805 Midland Ave,Onondaga,Syracuse,-76.153503,43.031269,,,2014,,,,085.-13-41.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,923 Midland Ave,Onondaga,Syracuse,-76.152779,43.030079,,,2014,,,,085.-12-44.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,815-21 Oak St,Onondaga,Syracuse,-76.136467,43.063782,,,2014,,,,015.-06-05.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1224 Bellevue Ave,Onondaga,Syracuse,-76.176421,43.032993,8000,4/10/2015,2014,Major Renovation Needed,,,092.-23-18.0
3.115E+25,Residential Improved,Disposed,Private,,1830 Bellevue Ave,Onondaga,Syracuse,-76.184341,43.032642,933.16,6/23/2014,2014,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,091.-15-15.0
3.115E+25,Residential Improved,New,Land Bank,,149-51 Furman St,Onondaga,Syracuse,-76.150017,43.030998,,,2014,Major Renovation Needed,AG Grant,Evaluate for AG Grant,085.-12-15.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,201-07 Furman St,Onondaga,Syracuse,-76.150436,43.030899,,,2014,Unimproved,Demolitions,AG Demo Funds #1,085.-12-12.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,322-26 Furman St,Onondaga,Syracuse,-76.15448,43.030441,,,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,086.-11-10.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,1600 Geddes St S & Grant Ave,Onondaga,Syracuse,-76.175675,43.03171,32000,10/24/2014,2014,Major Renovation Needed,,,088.-10-07.0
3.115E+25,Residential Improved,Disposed,Private,,173 Greenland Dr,Onondaga,Syracuse,-76.141746,43.07423,22500,8/1/2014,2014,Minor Renovation Needed,,,011.-11-06.0
3.115E+25,Residential Improved,Disposed,Private,,104 Hier Ave,Onondaga,Syracuse,-76.14032,43.063358,1000,11/12/2014,2014,Major Renovation Needed,,,015.-08-11.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,128 Kennedy St W,Onondaga,Syracuse,-76.14904,43.030602,,,2014,Demolition Candidate,Demolitions,CDBG - 2015,085.-12-26.0
3.115E+25,Residential Improved,New,Land Bank,,332-34 Kennedy St W,Onondaga,Syracuse,-76.154762,43.029228,,,2014,Demolition Candidate,,unfunded,086.-12-42.0
3.115E+25,Residential Improved,New,Land Bank,,346 Kennedy St W,Onondaga,Syracuse,-76.155456,43.029049,,,2014,Demolition Candidate,Demolitions,CDBG - 2015,086.-12-46.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,813 Midland Ave,Onondaga,Syracuse,-76.153381,43.031071,151,2/9/2015,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,085.-13-39.0
3.115E+25,Residential Vacant - Nonbuildable,Disposition in Process,Land Bank,,516-18 Onondaga Ave,Onondaga,Syracuse,-76.16423,43.028851,,,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,087.-06-23.0
3.115E+25,Residential Vacant - Buildable,Disposition in Process,Land Bank,,522 Onondaga Ave,Onondaga,Syracuse,-76.164223,43.02874,,,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,087.-06-24.0
3.115E+25,Residential Improved,New,Land Bank,,324-326 Grant Ave,Onondaga,Syracuse,-76.176453,43.032089,,,2014,Major Renovation Needed,,,088.-09-15.0
3.115E+25,Residential Improved,Disposition in Process,Land Bank,,300 Kennedy St W & Midland Av,Onondaga,Syracuse,-76.153128,43.029497,,,2014,Minor Renovation Needed,,,086.-12-34.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,372-74 Kennedy St W,Onondaga,Syracuse,-76.156761,43.028629,21500,7/17/2015,2014,Minor Renovation Needed,,,086.-12-55.0
3.115E+25,Residential Improved,New,Land Bank,,937 Lemoyne Ave & Fourth Nort,Onondaga,Syracuse,-76.157892,43.0774,,,2014,Major Renovation Needed,,,003.-10-11.0
3.115E+25,Residential Improved,New,Land Bank,,101 Spring St & Butternut St,Onondaga,Syracuse,-76.143592,43.064968,,,2014,Major Renovation Needed,Land Banking,Site Assembly - Land Bank,009.-22-18.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,102 Elsner St & Woodruff Ave,Onondaga,Syracuse,-76.137795,43.068278,20000,11/12/2014,2014,Major Renovation Needed,,,010.-10-02.0
3.115E+25,Residential Improved,Disposed,Private,,248-50 Furman St,Onondaga,Syracuse,-76.152313,43.031078,2500,1/2/2015,2014,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,085.-13-32.0
3.115E+25,Residential Improved,Disposed,Private,,116 Benedict Ave,Onondaga,Syracuse,-76.138359,43.02462,2500,1/15/2015,2014,Major Renovation Needed,AG Grant,Confirmed for AG funded renovation,058.-07-13.0
3.115E+25,Residential Improved,Disposed,Private,,837 Colvin St E,Onondaga,Syracuse,-76.134019,43.026067,11101,11/20/2014,2014,Major Renovation Needed,,,058.-02-10.0
3.115E+25,Residential Improved,Disposed,Private,,840 Salt Springs Rd,Onondaga,Syracuse,-76.101852,43.04628,2500,1/2/2015,2014,Minor Renovation Needed,AG Grant,Confirmed for AG funded renovation,038.-16-06.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,122 Moore Ave,Onondaga,Syracuse,-76.137398,43.025478,151,8/14/2015,2014,Major Renovation Needed,,,058.-08-06.0
3.115E+25,Commercial Vacant,New,Land Bank,,217-19 Bear St,Onondaga,Syracuse,-76.162521,43.068371,,,2014,,,,002.-15-14.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,306 Catherine St,Onondaga,Syracuse,-76.141965,43.053831,151,11/12/2015,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,018.-11-35.0
3.115E+25,Residential Improved,New,Land Bank,,103 Central Ave,Onondaga,Syracuse,-76.16835,43.043541,,,2014,Demolition Candidate,,unfunded,100.-14-31.0
3.115E+25,Residential Improved,New,Land Bank,,106 Central Ave,Onondaga,Syracuse,-76.168861,43.043678,,,2014,Minor Renovation Needed,,,100.-14-28.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,226 Delhi St,Onondaga,Syracuse,-76.131752,43.05677,5000,4/10/2015,2014,Major Renovation Needed,,,029.-01-47.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,417 1/2 Elm St,Onondaga,Syracuse,-76.13102,43.056549,,,2014,,,,029.-01-20.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,403-05 Fabius St,Onondaga,Syracuse,-76.161056,43.043892,,,2014,,,,100.-24-03.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,500 Niagara St & Fabius St,Onondaga,Syracuse,-76.160767,43.044159,,,2014,,,,100.-24-04.3
3.115E+25,Residential Improved,New,Land Bank,,515 Fabius St,Onondaga,Syracuse,-76.163277,43.043621,,,2014,Demolition Candidate,,unfunded,100.-24-30.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,115 1/2 Fountain St,Onondaga,Syracuse,-76.134308,43.05476,,,2014,,Land Banking,Site Assembly - Land Bank,018.-04-50.0
3.115E+25,Commercial Vacant,New,Land Bank,,619-21 Geddes St S,Onondaga,Syracuse,-76.171379,43.041519,,,2014,,,,097.-04-84.0
3.115E+25,Commercial Vacant,New,Land Bank,,601-07 Geddes St S & Seymour St,Onondaga,Syracuse,-76.171361,43.041767,,,2014,,,,097.-04-86.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,111 Gertrude St,Onondaga,Syracuse,-76.13887,43.053921,4500,9/2/2015,2014,Major Renovation Needed,,,018.-09-22.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,233 Gertrude St,Onondaga,Syracuse,-76.135979,43.05534,,,2014,,,,018.-03-65.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,303 Gertrude St,Onondaga,Syracuse,-76.135857,43.055389,,,2014,,,,018.-03-64.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,621 Gifford St,Onondaga,Syracuse,-76.16803,43.042709,,,2014,Unimproved,Demolitions,CDBG - 2015,097.-01-21.0
3.115E+25,Residential Improved,New,Land Bank,,661 Gifford St,Onondaga,Syracuse,-76.170357,43.042599,,,2014,Minor Renovation Needed,,,097.-01-03.0
3.115E+25,Residential Improved,New,Land Bank,,665 Gifford St,Onondaga,Syracuse,-76.170608,43.042591,,,2014,Major Renovation Needed,,,097.-01-01.0
3.115E+25,Commercial Vacant,Disposed,Private,,204 Gifford St,Onondaga,Syracuse,-76.156509,43.04372,151,6/15/2015,2014,Unimproved,Demolitions,CNY AP - SIDA funds #1,101.-22-03.0
3.115E+25,Residential Improved,New,Land Bank,,431 Gifford St,Onondaga,Syracuse,-76.162468,43.042969,,,2014,Major Renovation Needed,,,097.-02-09.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,511 Gifford St,Onondaga,Syracuse,-76.164719,43.04287,,,2014,,,,097.-01-45.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,533 Gifford St,Onondaga,Syracuse,-76.166199,43.042801,,,2014,Unimproved,Demolitions,CDBG - 2015,097.-01-34.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,552 Gifford St,Onondaga,Syracuse,-76.166611,43.043282,,,2014,Unimproved,Demolitions,AG Demo Funds #1,100.-23-43.0
3.115E+25,Residential Improved,New,Land Bank,,603 Gifford St,Onondaga,Syracuse,-76.166946,43.042759,,,2014,Minor Renovation Needed,,,097.-01-29.0
3.115E+25,Residential Improved,New,Land Bank,,607 Gifford St,Onondaga,Syracuse,-76.167198,43.042751,,,2014,Minor Renovation Needed,,,097.-01-27.0
3.115E+25,Residential Vacant - Nonbuildable,Reserved,Land Bank,,610 Gifford St & Ontario St,Onondaga,Syracuse,-76.167458,43.04321,,,2014,,Vacant Land Uses,Community Garden Lease,100.-23-49.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,604 Gifford St To Tully St,Onondaga,Syracuse,-76.167102,43.0433329,,,2014,Unimproved,Demolitions,CDBG - 2015,100.-23-46.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,142 Granger St,Onondaga,Syracuse,-76.156891,43.044121,5000,10/1/2014,2014,Major Renovation Needed,,,101.-19-06.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,112 Mccormick Ave,Onondaga,Syracuse,-76.157097,43.044071,750,10/1/2014,2014,,,,101.-19-08.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,340 Green St,Onondaga,Syracuse,-76.135353,43.05619,5101,10/22/2015,2014,Minor Renovation Needed,,,018.-03-28.0
3.115E+25,Residential Improved,New,Land Bank,,102 Green St Ct,Onondaga,Syracuse,-76.135941,43.056057,,,2014,Demolition Candidate,,unfunded,018.-03-23.0
3.115E+25,Residential Improved,New,Land Bank,,104 Green St Ct,Onondaga,Syracuse,-76.135941,43.056057,,,2014,Demolition Candidate,,unfunded,018.-03-24.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,320 Hawley Ave,Onondaga,Syracuse,-76.140284,43.053104,41000,1/23/2015,2014,Major Renovation Needed,,,030.-01-10.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,322 Hawley Ave,Onondaga,Syracuse,-76.14014,43.053114,23000,1/23/2015,2014,Major Renovation Needed,,,030.-01-11.0
3.115E+25,Residential Vacant - Nonbuildable,Reserved,Land Bank,,211 Isabella St,Onondaga,Syracuse,-76.154289,43.06348,,,2014,,Vacant Land Uses,Community Garden Lease,007.-34-15.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,2016 Lodi St,Onondaga,Syracuse,-76.154083,43.063992,,,2014,,Vacant Land Uses,ASLF Forested,007.-33-27.0
3.115E+25,Residential Improved,New,Land Bank,,2017 Lodi St,Onondaga,Syracuse,-76.15461,43.063702,,,2014,Major Renovation Needed,,,007.-34-10.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,2034 Lodi St,Onondaga,Syracuse,-76.1549,43.0644,151,1/30/2015,2014,,,,007.-33-35.0
3.115E+25,Residential Vacant - Nonbuildable,Disposition in Process,Land Bank,,317 Lodi St,Onondaga,Syracuse,-76.134338,43.05278,,,2014,Unimproved,Demolitions,Land Bank funded,030.-03-13.0
3.115E+25,Commercial Vacant,Disposed,Private,,705-07 Marcellus St,Onondaga,Syracuse,-76.168854,43.044949,5000,12/18/2015,2014,,,,100.-13-11.0
3.115E+25,Residential Improved,Target,,,713 Marcellus St,Onondaga,Syracuse,,,,,,,,,100.-13-09.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,703 Otisco St,Onondaga,Syracuse,-76.168297,43.044151,800,5/26/2015,2014,,Land Banking,Site Assembly - Land Bank,100.-14-21.0
3.115E+25,Residential Vacant - Nonbuildable,Disposed,Private,,701 Otisco St & Ontario St,Onondaga,Syracuse,-76.168184,43.044188,800,5/26/2015,2014,,Land Banking,Site Assembly - Land Bank,100.-14-22.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,400 Otisco St & Tioga St,Onondaga,Syracuse,-76.163412,43.045758,,,2014,,,,100.-10-15.0
3.115E+25,Residential Improved,Disposed,Private,,114-16 Pulaski St,Onondaga,Syracuse,-76.170754,43.058529,27900,9/24/2014,2014,Minor Renovation Needed,,,107.-11-08.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,149 Seymour St,Onondaga,Syracuse,-76.156723,43.042358,,,2014,,Land Banking,Site Assembly - Land Bank,096.-12-02.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,434 Seymour St,Onondaga,Syracuse,-76.166161,43.042431,,,2014,,,,097.-01-65.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,509 Seymour St,Onondaga,Syracuse,-76.16758,43.041828,,,2014,,,,097.-04-19.0
3.115E+25,Residential Improved,New,Land Bank,,111 Titus Alley,Onondaga,Syracuse,-76.15638,43.063461,,,2014,Major Renovation Needed,,,007.-35-05.0
313289 - 053.-03-32.0,Residential Vacant - Buildable,Disposed,Private,,Bee Ridge Lot #32,Onondaga,Geddes,-76.19914908,43.0356522,500,6/4/2014,2014,,,,
313289 - 053.-03-31.0,Residential Vacant - Buildable,Disposed,Private,,Bee Ridge Lot #31,Onondaga,Geddes,-76.19896194,43.03567078,500,6/4/2014,2014,,,,
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,519 Seymour St,Onondaga,Syracuse,-76.168327,43.04179,,,2014,Unimproved,,,097.-04-14.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,411 Seymour St,Onondaga,Syracuse,-76.164558,43.041969,1000,10/20/2015,2014,Minor Renovation Needed,,,097.-04-41.0
3.115E+25,Industrial Vacant,Disposed,Private,,304-06 Marcellus St Rear,Onondaga,Syracuse,-76.162557,43.047233,1000,5/13/2015,2014,Unimproved,,,100.-04-18.0
3.115E+25,Commercial Vacant,Disposed,Private,,641 West St S,Onondaga,Syracuse,-76.157631,43.043751,5101,10/16/2015,2014,Demolition Candidate,Demolitions,CNY AP - SIDA funds #1,101.-22-09.0
3.115E+25,Commercial Improved,Compliance Monitoring,Private,,751 Salina St N To Lock Aly,Onondaga,Syracuse,-76.154171,43.061282,1,8/15/2014,2014,,,,008.-07-03.0
3.115E+25,Residential Improved,New,Land Bank,,308 Ontario St & Central Ave,Onondaga,Syracuse,-76.16812,43.043895,,,2014,Minor Renovation Needed,,,100.-14-25.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,117 Henderson St,Onondaga,Syracuse,-76.13427,43.055168,,,2014,Unimproved,Demolitions,CDBG - 2015,018.-04-28.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,123 Henderson St,Onondaga,Syracuse,-76.133888,43.055222,,,2014,Unimproved,Demolitions,AG Demo Funds #1,018.-04-25.0
3.115E+25,Residential Vacant - Nonbuildable,New,Land Bank,,312 Lodi St,Onondaga,Syracuse,-76.133743,43.053101,,,2014,Unimproved,Demolitions,Land Bank funded,018.-05-24.0
3.115E+25,Residential Improved,New,Land Bank,,2033 Lodi St,Onondaga,Syracuse,-76.155151,43.064091,,,2014,Minor Renovation Needed,,,007.-34-04.0
3.115E+25,Residential Vacant - Buildable,New,Land Bank,,1806 Lodi St,Onondaga,Syracuse,-76.151398,43.062698,,,2014,Unimproved,Demolitions,AG Demo Funds #1,009.-01-27.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,2225 Lodi St,Onondaga,Syracuse,-76.157951,43.06517,6000,8/28/2015,2014,Minor Renovation Needed,,,007.-17-03.0
3.115E+25,Residential Improved,Compliance Monitoring,Private,,163 Court St,Onondaga,Syracuse,-76.160469,43.065861,10000,4/23/2015,2014,Minor Renovation Needed,,,007.-01-16.0
